id,yolo,conf,file_name,xc,yc,w,h
0,"[0.17945886250690227, 0.3031474323578134, 0.020982882385422418, 0.016565433462175594]",0.6664237,0100_4_40.jpg,0.17945886250690227,0.3031474323578134,0.020982882385422418,0.016565433462175594
0,"[0.2694643843180563, 0.9409166206515737, 0.015461071231363888, 0.01435670900055218]",0.7773997,0100_4_40.jpg,0.2694643843180563,0.9409166206515737,0.015461071231363888,0.01435670900055218
0,"[0.8042517945886251, 0.9839867476532302, 0.017117614577581448, 0.016565433462175594]",0.35994235,0100_4_40.jpg,0.8042517945886251,0.9839867476532302,0.017117614577581448,0.016565433462175594
0,"[0.5281612368856985, 0.9193815571507454, 0.017117614577581448, 0.016565433462175594]",0.8751447,0100_4_41.jpg,0.5281612368856985,0.9193815571507454,0.017117614577581448,0.016565433462175594
0,"[0.707067918277195, 0.7203202650469354, 0.01601325234676974, 0.01601325234676974]",0.93777287,0100_4_41.jpg,0.707067918277195,0.7203202650469354,0.01601325234676974,0.01601325234676974
0,"[0.13279955825510767, 0.11678630590833794, 0.017117614577581448, 0.018221976808393152]",0.7681279,0100_4_41.jpg,0.13279955825510767,0.11678630590833794,0.017117614577581448,0.018221976808393152
0,"[0.5502484815019326, 0.9456101601325234, 0.017117614577581448, 0.014908890115958034]",0.5750056,0100_4_41.jpg,0.5502484815019326,0.9456101601325234,0.017117614577581448,0.014908890115958034
0,"[0.13279955825510767, 0.3636112644947543, 0.013804527885146328, 0.01601325234676974]",0.5994604,0100_4_41.jpg,0.13279955825510767,0.3636112644947543,0.013804527885146328,0.01601325234676974
0,"[0.5248481501932634, 0.9701822197680839, 0.01601325234676974, 0.013252346769740474]",0.48539644,0100_4_41.jpg,0.5248481501932634,0.9701822197680839,0.01601325234676974,0.013252346769740474
0,"[0.2730535615681944, 0.25510767531750417, 0.012700165654334622, 0.015461071231363888]",0.50350136,0100_4_41.jpg,0.2730535615681944,0.25510767531750417,0.012700165654334622,0.015461071231363888
0,"[0.7774710104914412, 0.2493097736057427, 0.018774157923799006, 0.013804527885146328]",0.81298965,0100_5_39.jpg,0.7774710104914412,0.2493097736057427,0.018774157923799006,0.013804527885146328
0,"[0.4387078961899503, 0.20237437879624517, 0.01932633903920486, 0.01601325234676974]",0.6581607,0100_5_39.jpg,0.4387078961899503,0.20237437879624517,0.01932633903920486,0.01601325234676974
0,"[0.4864715626725566, 0.5767531750414135, 0.01435670900055218, 0.014908890115958034]",0.6995926,0100_5_39.jpg,0.4864715626725566,0.5767531750414135,0.01435670900055218,0.014908890115958034
0,"[0.5320265046935395, 0.5988404196576477, 0.01932633903920486, 0.013804527885146328]",0.5830281,0100_5_39.jpg,0.5320265046935395,0.5988404196576477,0.01932633903920486,0.013804527885146328
0,"[0.46797349530646054, 0.8260629486471562, 0.013804527885146328, 0.015461071231363888]",0.5567104,0100_5_39.jpg,0.46797349530646054,0.8260629486471562,0.013804527885146328,0.015461071231363888
0,"[0.845941468801767, 0.8641634456101601, 0.018774157923799006, 0.015461071231363888]",0.8385876,0100_5_41.jpg,0.845941468801767,0.8641634456101601,0.018774157923799006,0.015461071231363888
0,"[0.9541689674213142, 0.7810601877415793, 0.01435670900055218, 0.012700165654334622]",0.81008863,0100_5_41.jpg,0.9541689674213142,0.7810601877415793,0.01435670900055218,0.012700165654334622
